JID,SID,Max,Med,Min,Pay_Period,Currency
3693062565,1303,50000.0,,40000.0,YEARLY,USD
3693062676,1304,26.31,,25.05,HOURLY,USD
3693062853,1305,,18.5,,HOURLY,USD
3693062870,1306,18.0,,17.49,HOURLY,USD
3693062883,1307,39.98,,35.5,HOURLY,USD
3693062922,1308,36.0,,22.57,HOURLY,USD
3693062923,1309,63.49,,47.23,HOURLY,USD
3693062931,1310,70948.0,,44057.0,YEARLY,USD
3693062935,1311,18.0,,18.0,HOURLY,USD
3693062939,1312,88744.0,,53779.0,YEARLY,USD
3693062950,1313,,67860.0,,YEARLY,USD
3693062969,1314,141440.0,,120640.0,YEARLY,USD
3693062998,1315,63500.0,,39700.0,YEARLY,USD
3693063273,1316,,70000.0,,YEARLY,USD
3693063736,1317,60000.0,,50000.0,YEARLY,USD
3693063737,1318,,14.0,,HOURLY,USD
3693063807,1319,74.0,,49.0,HOURLY,USD
2517244756,1320,15.0,,12.0,HOURLY,USD
3693063864,1321,42.43,,37.68,HOURLY,USD
3693063865,1322,71.01,,63.06,HOURLY,USD
3693063880,1323,120000.0,,100000.0,YEARLY,USD
3693063883,1324,22.89,,17.45,HOURLY,USD
3693063894,1325,400000.0,,50000.0,YEARLY,USD
3693063904,1326,88744.0,,53779.0,YEARLY,USD
3693063906,1327,100000.0,,80000.0,YEARLY,USD
3693063908,1328,178577.0,,108218.0,YEARLY,USD
3693063917,1329,27.0,,27.0,HOURLY,USD
3693063925,1330,70000.0,,65000.0,YEARLY,USD
3693063926,1331,,13.3,,HOURLY,USD
3693063935,1332,100000.0,,85000.0,YEARLY,USD
3693063963,1333,32.43,,15.25,HOURLY,USD
3693063973,1334,243300.0,,127600.0,YEARLY,USD
3693063985,1335,,40.0,,HOURLY,USD
3693063988,1336,154440.0,,83160.0,YEARLY,USD
3693063990,1337,25.0,,20.0,HOURLY,USD
3693063991,1338,33.36,,21.52,HOURLY,USD
3693064131,1339,25.0,,25.0,HOURLY,USD
3693064497,1340,85000.0,,65000.0,YEARLY,USD
3693064546,1341,,15.0,,HOURLY,USD
3693064585,1342,34.0,,24.0,HOURLY,USD
3693064594,1343,69.0,,46.0,HOURLY,USD
3693064633,1344,,15.25,,HOURLY,USD
3693064636,1345,34.0,,31.0,HOURLY,USD
3693064703,1346,233420.0,,144300.0,YEARLY,USD
3693064704,1347,230000.0,,220000.0,YEARLY,USD
3693064722,1348,66000.0,,60000.0,YEARLY,USD
3693064772,1349,,17.25,,HOURLY,USD
3693064774,1350,,52.0,,HOURLY,USD
3693064783,1351,170000.0,,140000.0,YEARLY,USD
3693064788,1352,85000.0,,65000.0,YEARLY,USD
3693064797,1353,90000.0,,70000.0,YEARLY,USD
3532222332,1354,50000.0,,37000.0,YEARLY,USD
3693064800,1355,,13.0,,HOURLY,USD
3693064816,1356,120000.0,,100000.0,YEARLY,USD
3693064817,1357,60000.0,,55000.0,YEARLY,USD
3693064819,1358,180000.0,,120000.0,YEARLY,USD
3693064820,1359,60000.0,,55000.0,YEARLY,USD
3693064821,1360,60000.0,,55000.0,YEARLY,USD
3693064822,1361,60000.0,,55000.0,YEARLY,USD
3693064823,1362,,25.08,,HOURLY,USD
3693064828,1363,100000.0,,70000.0,YEARLY,USD
3693064832,1364,80000.0,,70000.0,YEARLY,USD
3693064841,1365,,11000.0,,YEARLY,USD
3693064864,1366,70.0,,65.0,HOURLY,USD
3693064872,1367,23.0,,15.0,HOURLY,USD
3693064873,1368,,20.0,,HOURLY,USD
3693064875,1369,110000.0,,100000.0,YEARLY,USD
3693064892,1370,,15.0,,HOURLY,USD
3693064895,1371,2236.0,,2034.0,MONTHLY,USD
3693064902,1372,,15.0,,HOURLY,USD
3693064951,1373,30.0,,26.0,HOURLY,USD
3693064975,1374,,150000.0,,YEARLY,USD
3693064995,1375,26.02,,15.0,HOURLY,USD
3693064996,1376,26.02,,15.0,HOURLY,USD
3693065506,1377,80000.0,,60000.0,YEARLY,USD
3693065524,1378,189.0,,120.0,YEARLY,USD
3693065530,1379,,15.0,,HOURLY,USD
3693065613,1380,,18.5,,HOURLY,USD
3693065673,1381,,94.84,,HOURLY,USD
3693065682,1382,13625.0,,10886.0,MONTHLY,USD
3693065685,1383,120000.0,,100000.0,YEARLY,USD
3693065709,1384,88744.0,,53779.0,YEARLY,USD
3693065710,1385,88744.0,,53779.0,YEARLY,USD
3693065714,1386,178577.0,,108218.0,YEARLY,USD
3693065731,1387,80000.0,,50000.0,YEARLY,USD
3693065757,1388,60.0,,60.0,HOURLY,USD
3693065764,1389,135000.0,,120000.0,YEARLY,USD
3693065766,1390,54.64,,37.73,HOURLY,USD
3693065769,1391,66000.0,,60000.0,YEARLY,USD
3693065772,1392,51.89,,37.85,HOURLY,USD
3693065775,1393,80000.0,,70000.0,YEARLY,USD
3693065800,1394,60000.0,,50000.0,YEARLY,USD
3693065809,1395,27.0,,23.0,HOURLY,USD
3693065811,1396,60000.0,,55000.0,YEARLY,USD
3693065815,1397,175200.0,,109500.0,YEARLY,USD
3693065817,1398,60000.0,,55000.0,YEARLY,USD
3693065820,1399,60000.0,,55000.0,YEARLY,USD
3693065821,1400,20.0,,17.0,HOURLY,USD
3693065823,1401,60000.0,,55000.0,YEARLY,USD
3693065824,1402,14954.0,,11644.0,MONTHLY,USD
3693065828,1403,60000.0,,55000.0,YEARLY,USD
3693065836,1404,66000.0,,60000.0,YEARLY,USD
3693065841,1405,53.61,,39.62,HOURLY,USD
3693065848,1406,85000.0,,65000.0,YEARLY,USD
3693065853,1407,59.0,,55.0,HOURLY,USD
3693065866,1408,100000.0,,80000.0,YEARLY,USD
3693065867,1409,,11000.0,,YEARLY,USD
3693065901,1410,20.46,,19.0,HOURLY,USD
3693065905,1411,33.0,,21.0,HOURLY,USD
3693065919,1412,62500.0,,50000.0,YEARLY,USD
3693065925,1413,26.9,,23.8,HOURLY,USD
3693065935,1414,40.0,,30.0,HOURLY,USD
3693065943,1415,120000.0,,105000.0,YEARLY,USD
3693065963,1416,234563.0,,156340.0,YEARLY,USD
3693065972,1417,21.64,,18.69,HOURLY,USD
3693065994,1418,33.88,,11.94,HOURLY,USD
3693066440,1419,162250.0,,106000.0,YEARLY,USD
3693066441,1420,162250.0,,106000.0,YEARLY,USD
3693066442,1421,162250.0,,106000.0,YEARLY,USD
3693066495,1422,175125.0,,85000.0,YEARLY,USD
3693066540,1423,27.0,,20.0,HOURLY,USD
3693066566,1424,31.0,,20.0,HOURLY,USD
3693066604,1425,250000.0,,175000.0,YEARLY,USD
3693066612,1426,150000.0,,75996.0,YEARLY,USD
3693066614,1427,120000.0,,100000.0,YEARLY,USD
3693066621,1428,30.0,,23.0,HOURLY,USD
3693066624,1429,39.58,,23.98,HOURLY,USD
3693066633,1430,56.0,,44.0,HOURLY,USD
3693066647,1431,22.0,,20.0,HOURLY,USD
3693066651,1432,115000.0,,100000.0,YEARLY,USD
3693066662,1433,,250000.0,,YEARLY,USD
3693066677,1434,65000.0,,55000.0,YEARLY,USD
3693066678,1435,63.0,,58.0,HOURLY,USD
3693066681,1436,73.0,,65.0,HOURLY,USD
3693066682,1437,25.6,,23.43,HOURLY,USD
3693066686,1438,243300.0,,127600.0,YEARLY,USD
3693066687,1439,130400.0,,80000.0,YEARLY,USD
3693066688,1440,243300.0,,127600.0,YEARLY,USD
3693066708,1441,,13.3,,HOURLY,USD
3693066710,1442,53.71,,32.55,HOURLY,USD
3693066712,1443,,18.0,,HOURLY,USD
3693066722,1444,60000.0,,55000.0,YEARLY,USD
3693066724,1445,60000.0,,55000.0,YEARLY,USD
3693066725,1446,85100.0,,70100.0,YEARLY,USD
3693066730,1447,52.0,,50.0,HOURLY,USD
3693066735,1448,60000.0,,55000.0,YEARLY,USD
3693066741,1449,60000.0,,55000.0,YEARLY,USD
3693066743,1450,60000.0,,55000.0,YEARLY,USD
3693066766,1451,164600.0,,85900.0,YEARLY,USD
3693066860,1452,30.0,,25.0,HOURLY,USD
3693066881,1453,26.0,,26.0,HOURLY,USD
3693066891,1454,,45.0,,HOURLY,USD
3693066898,1455,31.92,,19.15,HOURLY,USD
3693066899,1456,30.41,,18.24,HOURLY,USD
3557380225,1457,22.0,,15.0,HOURLY,USD
3693066901,1458,65.0,,45.0,HOURLY,USD
3693066903,1459,110000.0,,85000.0,YEARLY,USD
3693066914,1460,16.0,,13.5,HOURLY,USD
3693066920,1461,117600.0,,78400.0,YEARLY,USD
3693066927,1462,120000.0,,110000.0,YEARLY,USD
3693066941,1463,52.0,,45.0,HOURLY,USD
3693066958,1464,92.55,,56.08,HOURLY,USD
3693066978,1465,250000.0,,160000.0,YEARLY,USD
3693066979,1466,33.24,,22.16,HOURLY,USD
3693067108,1467,62000.0,,55000.0,YEARLY,USD
3693067218,1468,176800.0,,67200.0,YEARLY,USD
3693067340,1469,51000.0,,49000.0,YEARLY,USD
3693067376,1470,118.0,,34.0,HOURLY,USD
3693067378,1471,104500.0,,62800.0,YEARLY,USD
3693067403,1472,31.31,,27.91,HOURLY,USD
3693067433,1473,120000.0,,100000.0,YEARLY,USD
3693067460,1474,,45.0,,HOURLY,USD
3693067469,1475,178577.0,,108218.0,YEARLY,USD
3693067473,1476,,24.53,,HOURLY,USD
3693067516,1477,150000.0,,140000.0,YEARLY,USD
3693067546,1478,53.71,,32.55,HOURLY,USD
3693067547,1479,24.78,,15.99,HOURLY,USD
3693067548,1480,149032.0,,93142.4,YEARLY,USD
3693067550,1481,,22.0,,HOURLY,USD
3693067556,1482,120000.0,,90000.0,YEARLY,USD
3693067559,1483,60000.0,,55000.0,YEARLY,USD
3693067567,1484,60000.0,,55000.0,YEARLY,USD
3693067570,1485,60000.0,,55000.0,YEARLY,USD
3693067572,1486,80000.0,,70000.0,YEARLY,USD
3693067574,1487,,50000.0,,YEARLY,USD
3693067631,1488,65.0,,60.0,HOURLY,USD
3693067662,1489,25.61,,24.0,HOURLY,USD
3693067708,1490,130.0,,105.0,YEARLY,USD
3626156340,1491,75000.0,,70000.0,YEARLY,USD
3693067727,1492,234563.0,,156340.0,YEARLY,USD
3693067739,1493,,45.0,,HOURLY,USD
3693067740,1494,,45.0,,HOURLY,USD
3693067741,1495,,45.0,,HOURLY,USD
3693067742,1496,,45.0,,HOURLY,USD
3693067743,1497,,45.0,,HOURLY,USD
3693067766,1498,180100.0,,97000.0,YEARLY,USD
3693067770,1499,62000.0,,55000.0,YEARLY,USD
3693067787,1500,155000.0,,145000.0,YEARLY,USD
3693067855,1501,40.0,,30.0,HOURLY,USD
3693067873,1502,85000.0,,70000.0,YEARLY,USD
3693067875,1503,201200.0,,103400.0,YEARLY,USD
3693067880,1504,120000.0,,86000.0,YEARLY,USD
3693067881,1505,132900.0,,55200.0,YEARLY,USD
3693067884,1506,61000.0,,55000.0,YEARLY,USD
3693067891,1507,235200.0,,121000.0,YEARLY,USD
3693067894,1508,222200.0,,136000.0,YEARLY,USD
3693067896,1509,265000.0,,142500.0,YEARLY,USD
3693067903,1510,155200.0,,64500.0,YEARLY,USD
3693067905,1511,185000.0,,92500.0,YEARLY,USD
3693067916,1512,212800.0,,115400.0,YEARLY,USD
3693067923,1513,120000.0,,105000.0,YEARLY,USD
3693067929,1514,90.0,,75.0,YEARLY,USD
3693067989,1515,130000.0,,110000.0,YEARLY,USD
3693068011,1516,,40000.0,,YEARLY,USD
3693068015,1517,,13.7,,HOURLY,USD
3693068043,1518,85000.0,,70000.0,YEARLY,USD
3693068044,1519,190000.0,,160000.0,YEARLY,USD
3693068058,1520,50.0,,45.0,YEARLY,USD
3693068061,1521,22.47,,21.04,HOURLY,USD
3693068064,1522,,15.0,,HOURLY,USD
3693068066,1523,85900.0,,57300.0,YEARLY,USD
3693068070,1524,75.0,,70.0,HOURLY,USD
3693068077,1525,,40000.0,,YEARLY,USD
3693068078,1526,,22.06,,HOURLY,USD
3693068083,1527,80000.0,,50000.0,YEARLY,USD
3693068084,1528,45.0,,45.0,HOURLY,USD
3693068085,1529,60000.0,,55000.0,YEARLY,USD
3693068087,1530,180000.0,,120000.0,YEARLY,USD
3693068088,1531,60000.0,,55000.0,YEARLY,USD
3693068092,1532,60000.0,,55000.0,YEARLY,USD
3693068096,1533,,50000.0,,YEARLY,USD
3693068097,1534,60000.0,,55000.0,YEARLY,USD
3693068100,1535,60000.0,,55000.0,YEARLY,USD
3693068110,1536,94500.0,,72900.0,YEARLY,USD
3693068155,1537,131700.0,,75300.0,YEARLY,USD
3693068186,1538,13.76,,12.0,HOURLY,USD
3693068226,1539,35.0,,35.0,HOURLY,USD
3693068230,1540,,100000.0,,YEARLY,USD
3693068259,1541,18.0,,15.0,HOURLY,USD
3693068264,1542,85000.0,,68000.0,YEARLY,USD
3693068274,1543,48.0,,45.0,HOURLY,USD
3693068277,1544,119400.0,,95000.0,YEARLY,USD
3693068280,1545,,45.0,,HOURLY,USD
3693068281,1546,,45.0,,HOURLY,USD
3693068289,1547,250000.0,,190000.0,YEARLY,USD
3693068291,1548,35.23,,21.14,HOURLY,USD
3693068292,1549,33.88,,11.94,HOURLY,USD
3693068294,1550,,45000.0,,YEARLY,USD
3693068296,1551,8366.0,,6684.0,MONTHLY,USD
3693068317,1552,67.0,,62.0,HOURLY,USD
3693068320,1553,120000.0,,90000.0,YEARLY,USD
3693068324,1554,45.0,,40.0,HOURLY,USD
3693068391,1555,100000.0,,90000.0,YEARLY,USD
3693068415,1556,187990.0,,82500.0,YEARLY,USD
3693068421,1557,90000.0,,80000.0,YEARLY,USD
3693068422,1558,23.61,,17.74,HOURLY,USD
3693068429,1559,252000.0,,196000.0,YEARLY,USD
3693068434,1560,175000.0,,130000.0,YEARLY,USD
3693068437,1561,48000.0,,48000.0,YEARLY,USD
3693068443,1562,,110000.0,,YEARLY,USD
3693068444,1563,142800.0,,59300.0,YEARLY,USD
3693068447,1564,,3400.0,,MONTHLY,USD
3693068458,1565,179600.0,,87300.0,YEARLY,USD
3693068467,1566,265400.0,,136500.0,YEARLY,USD
3693068469,1567,212800.0,,115400.0,YEARLY,USD
3693068479,1568,17.0,,16.3,HOURLY,USD
3693068495,1569,125000.0,,110000.0,YEARLY,USD
3693068498,1570,68.0,,57.0,HOURLY,USD
3693068553,1571,104734.0,,69822.0,YEARLY,USD
3693068564,1572,,45.0,,HOURLY,USD
3693068604,1573,60000.0,,55000.0,YEARLY,USD
3693068615,1574,175000.0,,111600.0,YEARLY,USD
3693068653,1575,85000.0,,60000.0,YEARLY,USD
3693068675,1576,180000.0,,150000.0,YEARLY,USD
3693068683,1577,43.0,,38.0,HOURLY,USD
3693068692,1578,130000.0,,120000.0,YEARLY,USD
3693068708,1579,180000.0,,160000.0,YEARLY,USD
3693068713,1580,33.0,,30.0,HOURLY,USD
3693068724,1581,230000.0,,215000.0,YEARLY,USD
3693068735,1582,59.0,,18.0,HOURLY,USD
3693068753,1583,80000.0,,60000.0,YEARLY,USD
3693068757,1584,90000.0,,70000.0,YEARLY,USD
3693068763,1585,,65000.0,,YEARLY,USD
3693068802,1586,40.0,,23.0,HOURLY,USD
3693068805,1587,26.0,,16.0,HOURLY,USD
3693068806,1588,40000.0,,38000.0,YEARLY,USD
3693068811,1589,75000.0,,65000.0,YEARLY,USD
3693068822,1590,48000.0,,40000.0,YEARLY,USD
3693068836,1591,27.0,,22.0,HOURLY,USD
3693068917,1592,23.0,,18.0,HOURLY,USD
3693068926,1593,145000.0,,115000.0,YEARLY,USD
3693068928,1594,115000.0,,85000.0,YEARLY,USD
3693068946,1595,32.0,,28.0,HOURLY,USD
3693068950,1596,65000.0,,55000.0,YEARLY,USD
3693068958,1597,90000.0,,70000.0,YEARLY,USD
3693068966,1598,48.1,,48.1,HOURLY,USD
3693068972,1599,62000.0,,60000.0,YEARLY,USD
3693068980,1600,60000.0,,12000.0,YEARLY,USD
3693068984,1601,30.0,,27.0,HOURLY,USD
3693069005,1602,40.0,,37.0,HOURLY,USD
3693069014,1603,50.0,,50.0,HOURLY,USD
3693069027,1604,,50000.0,,YEARLY,USD
3693069042,1605,60000.0,,55000.0,YEARLY,USD
3693069048,1606,60000.0,,55000.0,YEARLY,USD
3693069050,1607,60000.0,,55000.0,YEARLY,USD
3693069051,1608,60000.0,,55000.0,YEARLY,USD
3693069053,1609,57000.0,,45000.0,YEARLY,USD
3693069057,1610,60000.0,,55000.0,YEARLY,USD
3693069077,1611,90000.0,,70000.0,YEARLY,USD
3693069115,1612,74.0,,65.0,HOURLY,USD
3693069134,1613,125000.0,,110000.0,YEARLY,USD
3693069157,1614,20.25,,16.2,HOURLY,USD
3657070723,1615,350000.0,,200000.0,YEARLY,USD
3693069179,1616,85.0,,80.0,HOURLY,USD
3693069183,1617,180000.0,,125000.0,YEARLY,USD
3693069196,1618,100000.0,,80000.0,YEARLY,USD
3693069209,1619,234563.0,,156340.0,YEARLY,USD
3693069210,1620,115000.0,,100000.0,YEARLY,USD
3693069225,1621,130000.0,,115000.0,YEARLY,USD
3693069226,1622,75000.0,,65000.0,YEARLY,USD
3693069229,1623,,45.0,,HOURLY,USD
3693069233,1624,,45.0,,HOURLY,USD
3693069241,1625,75000.0,,65000.0,YEARLY,USD
3693069261,1626,50.0,,45.0,HOURLY,USD
3693069263,1627,143400.0,,77200.0,YEARLY,USD
3693069270,1628,55000.0,,45000.0,YEARLY,USD
3693069278,1629,,65000.0,,YEARLY,USD
3693069313,1630,72240.0,,54180.0,YEARLY,USD
3693069343,1631,204600.0,,84500.0,YEARLY,USD
3693069354,1632,,38.0,,HOURLY,USD
3693069378,1633,120000.0,,105000.0,YEARLY,USD
3693069379,1634,21.78,,20.78,HOURLY,USD
3693069384,1635,235200.0,,121000.0,YEARLY,USD
3693069386,1636,100000.0,,61400.0,YEARLY,USD
3693069404,1637,50.0,,45.0,HOURLY,USD
3693069417,1638,32.0,,26.0,HOURLY,USD
3693069460,1639,104734.0,,69822.0,YEARLY,USD
3693069465,1640,130000.0,,90000.0,YEARLY,USD
3693069528,1641,50.0,,45.0,HOURLY,USD
3693069538,1642,55.0,,50.0,HOURLY,USD
3693069558,1643,70000.0,,45000.0,YEARLY,USD
3693069561,1644,133000.0,,114000.0,YEARLY,USD
3693069563,1645,80000.0,,70000.0,YEARLY,USD
3693069585,1646,55.0,,45.0,HOURLY,USD
3693069586,1647,22.0,,20.0,HOURLY,USD
3693069593,1648,,150000.0,,YEARLY,USD
3693069600,1649,110000.0,,95000.0,YEARLY,USD
3693069601,1650,155000.0,,135000.0,YEARLY,USD
3693069618,1651,,270890.09,,YEARLY,USD
3693069624,1652,130000.0,,120000.0,YEARLY,USD
3693069638,1653,130000.0,,120000.0,YEARLY,USD
3693069660,1654,105000.0,,95000.0,YEARLY,USD
3693069667,1655,150000.0,,85000.0,YEARLY,USD
3693069679,1656,24.0,,22.0,HOURLY,USD
3693069700,1657,185000.0,,150000.0,YEARLY,USD
3693069710,1658,130000.0,,110000.0,YEARLY,USD
3693069718,1659,205394.0,,135701.0,YEARLY,USD
3693069795,1660,34.0,,34.0,HOURLY,USD
3693069823,1661,23.0,,20.0,HOURLY,USD
3693069836,1662,22.0,,16.0,HOURLY,USD
3693069850,1663,65000.0,,55000.0,YEARLY,USD
3693069852,1664,35.0,,30.0,HOURLY,USD
3693069857,1665,35.0,,25.0,HOURLY,USD
3693069870,1666,100000.0,,90000.0,YEARLY,USD
3693069882,1667,85000.0,,70000.0,YEARLY,USD
3693069899,1668,90000.0,,56000.0,YEARLY,USD
3693070008,1669,130000.0,,100000.0,YEARLY,USD
3693070013,1670,,18.1,,HOURLY,USD
3693070021,1671,33.0,,30.0,HOURLY,USD
3693070028,1672,60000.0,,55000.0,YEARLY,USD
3693070032,1673,90000.0,,75000.0,YEARLY,USD
3693070037,1674,60000.0,,55000.0,YEARLY,USD
3693070038,1675,60000.0,,55000.0,YEARLY,USD
3693070056,1676,72100.0,,62500.0,YEARLY,USD
3693070122,1677,100000.0,,80000.0,YEARLY,USD
3693070132,1678,14.59,,12.21,HOURLY,USD
3693070141,1679,130000.0,,120000.0,YEARLY,USD
3693070159,1680,19.0,,18.0,HOURLY,USD
3693070175,1681,28.0,,26.0,HOURLY,USD
3693070188,1682,45000.0,,38000.0,YEARLY,USD
3693070192,1683,195000.0,,170000.0,YEARLY,USD
3693070205,1684,85000.0,,68000.0,YEARLY,USD
3693070213,1685,234563.0,,156340.0,YEARLY,USD
3693070221,1686,84.0,,76.0,HOURLY,USD
3693070233,1687,,19.5,,HOURLY,USD
3693070237,1688,109432.0,,64372.0,YEARLY,USD
3693070255,1689,100.0,,70.0,YEARLY,USD
3693070261,1690,18.5,,16.5,HOURLY,USD
3693070271,1691,50.0,,40.0,HOURLY,USD
3693070278,1692,25.0,,22.0,HOURLY,USD
3693070291,1693,70.0,,50.0,HOURLY,USD
3693070305,1694,46.73,,28.33,HOURLY,USD
3693070347,1695,100000.0,,61400.0,YEARLY,USD
3693070348,1696,110000.0,,80000.0,YEARLY,USD
3693070352,1697,185000.0,,79300.0,YEARLY,USD
3693070362,1698,309400.0,,159100.0,YEARLY,USD
3693070373,1699,151700.0,,63000.0,YEARLY,USD
3693070374,1700,142800.0,,59300.0,YEARLY,USD
3693070376,1701,,17.0,,HOURLY,USD
3693070379,1702,150100.0,,62400.0,YEARLY,USD
3693070390,1703,120000.0,,105000.0,YEARLY,USD
3693070391,1704,86000.0,,70000.0,YEARLY,USD
3693070393,1705,47.0,,40.0,HOURLY,USD
3693070396,1706,120000.0,,110000.0,YEARLY,USD
3693070411,1707,125000.0,,95000.0,YEARLY,USD
3693070434,1708,55000.0,,55000.0,YEARLY,USD
3693070448,1709,500000.0,,25000.0,YEARLY,USD
3693070541,1710,19.0,,19.0,HOURLY,USD
3693070548,1711,100000.0,,10000.0,YEARLY,USD
3693070554,1712,95000.0,,75000.0,YEARLY,USD
3693070555,1713,110000.0,,110000.0,YEARLY,USD
3693070579,1714,110000.0,,85000.0,YEARLY,USD
3693070590,1715,175000.0,,140000.0,YEARLY,USD
3693070625,1716,60000.0,,50000.0,YEARLY,USD
3693070666,1717,21.0,,21.0,HOURLY,USD
3693070673,1718,20.8,,20.8,HOURLY,USD
3693070680,1719,75.0,,65.0,HOURLY,USD
3693070816,1720,170000.0,,145000.0,YEARLY,USD
3693070835,1721,22.0,,18.0,HOURLY,USD
3693070837,1722,31.25,,27.5,HOURLY,USD
3693070841,1723,45.0,,34.0,HOURLY,USD
3693070848,1724,170000.0,,140000.0,YEARLY,USD
3693070851,1725,35.0,,25.0,HOURLY,USD
3693070865,1726,79.0,,70.0,HOURLY,USD
3693070867,1727,,20.0,,HOURLY,USD
3693070871,1728,,150000.0,,YEARLY,USD
3693070903,1729,,33.78,,HOURLY,USD
3693071001,1730,80000.0,,70000.0,YEARLY,USD
3693071004,1731,60000.0,,55000.0,YEARLY,USD
3693071007,1732,60000.0,,55000.0,YEARLY,USD
3693071014,1733,60000.0,,55000.0,YEARLY,USD
3693071018,1734,60000.0,,55000.0,YEARLY,USD
3693071021,1735,60000.0,,55000.0,YEARLY,USD
3693071029,1736,60000.0,,55000.0,YEARLY,USD
3693071030,1737,66.0,,60.0,HOURLY,USD
3693071034,1738,85000.0,,20000.0,YEARLY,USD
3693071037,1739,87100.0,,70300.0,YEARLY,USD
3693071043,1740,84000.0,,64000.0,YEARLY,USD
3693071097,1741,31.0,,26.0,HOURLY,USD
3693071112,1742,22.0,,16.0,HOURLY,USD
3693071145,1743,265000.0,,180000.0,YEARLY,USD
3693071157,1744,,175000.0,,YEARLY,USD
3693071158,1745,72000.0,,60000.0,YEARLY,USD
3693071164,1746,120000.0,,100000.0,YEARLY,USD
3693071185,1747,130000.0,,100000.0,YEARLY,USD
3693071199,1748,,45.0,,HOURLY,USD
3693071201,1749,,45.0,,HOURLY,USD
3693071204,1750,33.88,,11.94,HOURLY,USD
3693071205,1751,,45000.0,,YEARLY,USD
3693071215,1752,25.0,,21.0,HOURLY,USD
3693071227,1753,182000.0,,98000.0,YEARLY,USD
3693071229,1754,65000.0,,55000.0,YEARLY,USD
3693071239,1755,125000.0,,100000.0,YEARLY,USD
3693071267,1756,22.5,,22.0,HOURLY,USD
3693071268,1757,120000.0,,100000.0,YEARLY,USD
3693071308,1758,270000.0,,200000.0,YEARLY,USD
3693071322,1759,175000.0,,130000.0,YEARLY,USD
3693071324,1760,223600.0,,115000.0,YEARLY,USD
3693071336,1761,100000.0,,61400.0,YEARLY,USD
3693071346,1762,223600.0,,115000.0,YEARLY,USD
3693071372,1763,24.0,,21.0,HOURLY,USD
3693071430,1764,95000.0,,75000.0,YEARLY,USD
3693071440,1765,,16.0,,HOURLY,USD
3693071461,1766,150000.0,,120000.0,YEARLY,USD
3693071466,1767,30.0,,28.0,HOURLY,USD
3693071510,1768,,50.0,,HOURLY,USD
3693071511,1769,175000.0,,111600.0,YEARLY,USD
3693071513,1770,175000.0,,111600.0,YEARLY,USD
3693071541,1771,60000.0,,50000.0,YEARLY,USD
3693071558,1772,69000.0,,50000.0,YEARLY,USD
3693071560,1773,150000.0,,130000.0,YEARLY,USD
3693071569,1774,90000.0,,75000.0,YEARLY,USD
3693071574,1775,55000.0,,50000.0,YEARLY,USD
3693071581,1776,90000.0,,70000.0,YEARLY,USD
3693071582,1777,85000.0,,75000.0,YEARLY,USD
3693071592,1778,130000.0,,80000.0,YEARLY,USD
3693071601,1779,80000.0,,62000.0,YEARLY,USD
3693071629,1780,42.0,,35.17,HOURLY,USD
3693071639,1781,100.0,,95.0,HOURLY,USD
3693071640,1782,50.0,,40.0,HOURLY,USD
3693071646,1783,,25.75,,HOURLY,USD
3693071651,1784,68640.0,,54080.0,YEARLY,USD
3693071672,1785,60.0,,40.0,HOURLY,USD
3693071676,1786,130000.0,,98000.0,YEARLY,USD
3693071708,1787,185000.0,,150000.0,YEARLY,USD
3693071737,1788,55.0,,52.0,HOURLY,USD
3693071769,1789,61000.0,,55000.0,YEARLY,USD
3693071771,1790,108000.0,,86000.0,YEARLY,USD
3693071772,1791,130000.0,,100000.0,YEARLY,USD
3693071803,1792,85000.0,,75000.0,YEARLY,USD
3693071809,1793,105000.0,,75000.0,YEARLY,USD
3693071810,1794,55.0,,40.0,HOURLY,USD
3693071837,1795,160000.0,,100000.0,YEARLY,USD
3693072008,1796,22.0,,19.0,HOURLY,USD
3693072012,1797,34.0,,34.0,HOURLY,USD
3693072020,1798,182000.0,,98000.0,YEARLY,USD
3693072025,1799,30.0,,25.0,HOURLY,USD
3693072033,1800,,18.3,,HOURLY,USD
3693072045,1801,18.0,,16.0,HOURLY,USD
3693072138,1802,90000.0,,80000.0,YEARLY,USD
3693072150,1803,69600.0,,31200.0,YEARLY,USD
3693072155,1804,143100.0,,59500.0,YEARLY,USD
3693072167,1805,85000.0,,65000.0,YEARLY,USD
3693072178,1806,17.0,,17.0,HOURLY,USD
3693072214,1807,19.0,,16.5,HOURLY,USD
3693072243,1808,92000.0,,83000.0,YEARLY,USD
3693072262,1809,35.05,,25.05,HOURLY,USD
3693072267,1810,131934.0,,87956.0,YEARLY,USD
3693072285,1811,78482.0,,70634.0,YEARLY,USD
3693072294,1812,76000.0,,70000.0,YEARLY,USD
3693072312,1813,60000.0,,35000.0,YEARLY,USD
3693072340,1814,75000.0,,70000.0,YEARLY,USD
3693072362,1815,145000.0,,120000.0,YEARLY,USD
3693072365,1816,160000.0,,140000.0,YEARLY,USD
3693072366,1817,70.0,,65.0,HOURLY,USD
3693072381,1818,33.0,,31.0,HOURLY,USD
3693072411,1819,125000.0,,75000.0,YEARLY,USD
3693072419,1820,65000.0,,50000.0,YEARLY,USD
3693072421,1821,60.0,,55.0,HOURLY,USD
3693072440,1822,70.0,,45.0,HOURLY,USD
3693072455,1823,95000.0,,80000.0,YEARLY,USD
